"id";"ts";"v_ms";"h_m";"A_m3";"Q_m3s"
772;"2021-08-16 14:13:57.5";3,9893;0,757;3,77772;15,07047
773;"2021-08-16 14:13:58";3,90246;0,773;3,89711;15,20831
774;"2021-08-16 14:13:58.5";3,85961;0,735;3,61554;13,95458
775;"2021-08-16 14:13:59";3,8483;0,734;3,60822;13,88549
776;"2021-08-16 14:13:59.5";3,79893;0,72;3,50628;13,32011
777;"2021-08-16 14:14:00";3,74105;0,717;3,48455;13,0359
778;"2021-08-16 14:14:00.5";3,67943;0,752;3,74066;13,76351
779;"2021-08-16 14:14:01";3,67728;0,735;3,61554;13,29533
780;"2021-08-16 14:14:01.5";3,76512;0,753;3,74807;14,11193
781;"2021-08-16 14:14:02";3,85369;0,755;3,76289;14,50099
782;"2021-08-16 14:14:02.5";3,9123;0,756;3,7703;14,75057
783;"2021-08-16 14:14:03";3,92773;0,763;3,82235;15,01319
784;"2021-08-16 14:14:03.5";3,94198;0,774;3,90461;15,39188
785;"2021-08-16 14:14:04";3,94191;0,769;3,86715;15,24397
786;"2021-08-16 14:14:04.5";3,91283;0,765;3,83727;15,01457
787;"2021-08-16 14:14:05";3,87936;0,752;3,74066;14,51137
788;"2021-08-16 14:14:05.5";3,84559;0,751;3,73326;14,35659
789;"2021-08-16 14:14:06";3,83197;0,743;3,67425;14,07959
790;"2021-08-16 14:14:06.5";3,83564;0,747;3,70372;14,20613
791;"2021-08-16 14:14:07";3,85916;0,754;3,75547;14,49298
792;"2021-08-16 14:14:07.5";3,90847;0,762;3,8149;14,91042
793;"2021-08-16 14:14:08";3,91707;0,734;3,60822;14,13364
794;"2021-08-16 14:14:08.5";3,84541;0,743;3,67425;14,12898
795;"2021-08-16 14:14:09";3,79655;0,741;3,65954;13,89362
796;"2021-08-16 14:14:09.5";3,83316;0,743;3,67425;14,08399
797;"2021-08-16 14:14:10";3,85013;0,744;3,68161;14,17469
798;"2021-08-16 14:14:10.5";3,73362;0,743;3,67425;13,71824
799;"2021-08-16 14:14:11";3,623;0,739;3,64485;13,2053
800;"2021-08-16 14:14:11.5";3,6039;0,715;3,4701;12,5059
801;"2021-08-16 14:14:12";3,65561;0,6978;3,34657;12,23378
802;"2021-08-16 14:14:12.5";3,73053;0,6874;3,27259;12,20847
803;"2021-08-16 14:14:13";3,78416;0,6968;3,33944;12,63697
804;"2021-08-16 14:14:13.5";3,84974;0,6732;3,17244;12,21307
805;"2021-08-16 14:14:14";3,91809;0,6709;3,15631;12,36672
806;"2021-08-16 14:14:14.5";4,03255;0,68;3,22027;12,9859
807;"2021-08-16 14:14:15";4,07023;0,6894;3,28677;13,37794
808;"2021-08-16 14:14:15.5";3,97651;0,6889;3,28323;13,05577
809;"2021-08-16 14:14:16";3,90219;0,721;3,51353;13,71045
810;"2021-08-16 14:14:16.5";3,9478;0,6992;3,35657;13,25109
811;"2021-08-16 14:14:17";3,98337;0,6975;3,34443;13,3221
812;"2021-08-16 14:14:17.5";3,87783;0,7008;3,36801;13,06058
813;"2021-08-16 14:14:18";3,79992;0,7016;3,37374;12,81994
814;"2021-08-16 14:14:18.5";3,87628;0,6945;3,32304;12,88102
815;"2021-08-16 14:14:19";3,94765;0,709;3,42684;13,52797
816;"2021-08-16 14:14:19.5";3,87108;0,6978;3,34657;12,95485
817;"2021-08-16 14:14:20";3,78598;0,7024;3,37947;12,79458
818;"2021-08-16 14:14:20.5";3,80971;0,6967;3,33872;12,71958
819;"2021-08-16 14:14:21";3,85377;0,6932;3,31378;12,77054
820;"2021-08-16 14:14:21.5";3,82602;0,6966;3,33801;12,77127
821;"2021-08-16 14:14:22";3,83199;0,707;3,41246;13,07651
822;"2021-08-16 14:14:22.5";3,99421;0,6893;3,28606;13,12525
823;"2021-08-16 14:14:23";4,1216;0,7051;3,39882;14,00859
824;"2021-08-16 14:14:23.5";4,10575;0,7005;3,36587;13,81939
825;"2021-08-16 14:14:24";4,00282;0,713;3,45566;13,83238
826;"2021-08-16 14:14:24.5";3,87688;0,709;3,42684;13,28545
827;"2021-08-16 14:14:25";3,84206;0,7033;3,38591;13,00889
828;"2021-08-16 14:14:25.5";3,91627;0,711;3,44124;13,47682
829;"2021-08-16 14:14:26";3,98969;0,7005;3,36587;13,42875
830;"2021-08-16 14:14:26.5";4,00038;0,6972;3,34229;13,37043
831;"2021-08-16 14:14:27";3,98682;0,6982;3,34943;13,35359
832;"2021-08-16 14:14:27.5";4,00318;0,6936;3,31663;13,27707
833;"2021-08-16 14:14:28";3,9815;0,6752;3,18648;12,68698
834;"2021-08-16 14:14:28.5";3,84978;0,6688;3,14161;12,09451
835;"2021-08-16 14:14:29";3,78745;0,6723;3,16612;11,99153
836;"2021-08-16 14:14:29.5";3,89709;0,716;3,47732;13,55144
837;"2021-08-16 14:14:30";3,98316;0,6779;3,20547;12,76791
838;"2021-08-16 14:14:30.5";3,904;0,6834;3,24427;12,66565
839;"2021-08-16 14:14:31";3,83049;0,6591;3,07399;11,77491
840;"2021-08-16 14:14:31.5";3,90952;0,6626;3,09834;12,11302
841;"2021-08-16 14:14:32";3,98774;0,6664;3,12484;12,46105
842;"2021-08-16 14:14:32.5";3,94491;0,6737;3,17595;12,52884
843;"2021-08-16 14:14:33";3,91669;0,6035;2,69577;10,5585
844;"2021-08-16 14:14:33.5";4,03868;0,6132;2,76059;11,14914
845;"2021-08-16 14:14:34";4,12845;0,6211;2,81375;11,61644
846;"2021-08-16 14:14:34.5";4,06716;0,5967;2,65063;10,78052
847;"2021-08-16 14:14:35";4,00252;0,6054;2,70843;10,84052
848;"2021-08-16 14:14:35.5";4,06376;0,6128;2,75791;11,20747
849;"2021-08-16 14:14:36";4,12353;0,619;2,79959;11,54418
850;"2021-08-16 14:14:36.5";4,06508;0,6803;3,22239;13,09927
851;"2021-08-16 14:14:37";3,96872;0,6881;3,27755;13,00767
852;"2021-08-16 14:14:37.5";3,89298;0,6982;3,34943;13,03926
853;"2021-08-16 14:14:38";3,90474;0,6788;3,21181;12,54129
854;"2021-08-16 14:14:38.5";4,01302;0,6976;3,34514;13,42414
855;"2021-08-16 14:14:39";4,09298;0,6915;3,30169;13,51375
856;"2021-08-16 14:14:39.5";4,08976;0,6916;3,3024;13,50602
857;"2021-08-16 14:14:40";4,02605;0,7053;3,40026;13,68962
858;"2021-08-16 14:14:40.5";3,92819;0,722;3,52078;13,83029
859;"2021-08-16 14:14:41";3,88931;0,6981;3,34871;13,02418
860;"2021-08-16 14:14:41.5";3,92673;0,6528;3,03034;11,89932
861;"2021-08-16 14:14:42";3,96269;0,6417;2,95391;11,70542
862;"2021-08-16 14:14:42.5";3,93695;0,6633;3,10321;12,21721
863;"2021-08-16 14:14:43";3,88875;0,6561;3,05318;11,87305
864;"2021-08-16 14:14:43.5";3,83841;0,6091;2,73313;10,49088
865;"2021-08-16 14:14:44";3,7927;0,6368;2,92037;11,07607
866;"2021-08-16 14:14:44.5";3,70924;0,672;3,16402;11,73611
867;"2021-08-16 14:14:45";3,65731;0,6942;3,3209;12,14556
868;"2021-08-16 14:14:45.5";3,64567;0,6794;3,21604;11,72464
869;"2021-08-16 14:14:46";3,64695;0,6784;3,209;11,70304
870;"2021-08-16 14:14:46.5";3,62016;0,6649;3,11437;11,27451
871;"2021-08-16 14:14:47";3,59989;0,6455;2,98;10,72768
872;"2021-08-16 14:14:47.5";3,63012;0,5996;2,66985;9,69188
873;"2021-08-16 14:14:48";3,756;0,5922;2,62089;9,84407
874;"2021-08-16 14:14:48.5";4,05754;0,5919;2,61891;10,62634
875;"2021-08-16 14:14:49";4,22628;0,6482;2,99858;12,67287
876;"2021-08-16 14:14:49.5";4,1642;0,6578;3,06497;12,76313
877;"2021-08-16 14:14:50";4,04308;0,6393;2,93746;11,87641
878;"2021-08-16 14:14:50.5";3,99907;0,6598;3,07886;12,31256
879;"2021-08-16 14:14:51";3,99397;0,6642;3,10949;12,41921
880;"2021-08-16 14:14:51.5";3,92969;0,6684;3,13881;12,33456
881;"2021-08-16 14:14:52";3,87147;0,6569;3,05873;11,84178
882;"2021-08-16 14:14:52.5";3,84656;0,6707;3,15491;12,13554
883;"2021-08-16 14:14:53";3,8487;0,6502;3,01238;11,59373
884;"2021-08-16 14:14:53.5";3,85581;0,6509;3,01721;11,63379
885;"2021-08-16 14:14:54";3,89067;0,6515;3,02135;11,75508
886;"2021-08-16 14:14:54.5";3,98678;0,6521;3,0255;12,06199
887;"2021-08-16 14:14:55";4,03175;0,5904;2,60902;10,51894
888;"2021-08-16 14:14:55.5";3,98094;0,5841;2,56764;10,22161
889;"2021-08-16 14:14:56";3,93348;0,5827;2,55847;10,06369
890;"2021-08-16 14:14:56.5";3,94344;0,6252;2,84147;11,20517
891;"2021-08-16 14:14:57";3,91201;0,5806;2,54474;9,95505
892;"2021-08-16 14:14:57.5";3,71565;0,586;2,5801;9,58674
893;"2021-08-16 14:14:58";3,52289;0,5906;2,61034;9,19595
894;"2021-08-16 14:14:58.5";3,38322;0,6358;2,91354;9,85713
895;"2021-08-16 14:14:59";3,45173;0,621;2,81307;9,70998
896;"2021-08-16 14:14:59.5";3,77919;0,5837;2,56502;9,69369
897;"2021-08-16 14:15:00";3,96461;0,5813;2,54931;10,10703
898;"2021-08-16 14:15:00.5";3,83884;0,5834;2,56305;9,83916
899;"2021-08-16 14:15:01";3,65004;0,571;2,48227;9,06038
900;"2021-08-16 14:15:01.5";3,57084;0,569;2,46932;8,81755
901;"2021-08-16 14:15:02";3,59825;0,574;2,50174;9,00187
902;"2021-08-16 14:15:02.5";3,65745;0,5369;2,26451;8,28233
903;"2021-08-16 14:15:03";3,72003;0,5991;2,66653;9,91957
904;"2021-08-16 14:15:03.5";3,80862;0,5995;2,66918;10,16592
905;"2021-08-16 14:15:04";3,82001;0,6184;2,79554;10,67899
906;"2021-08-16 14:15:04.5";3,71278;0,6116;2,74986;10,20964
907;"2021-08-16 14:15:05";3,63379;0,5746;2,50564;9,10496
908;"2021-08-16 14:15:05.5";3,65041;0,5661;2,45058;8,94562
909;"2021-08-16 14:15:06";3,68341;0,5606;2,41517;8,89606
910;"2021-08-16 14:15:06.5";3,65658;0,5823;2,55585;9,34567
911;"2021-08-16 14:15:07";3,62024;0,5762;2,51604;9,10869
912;"2021-08-16 14:15:07.5";3,611;0,5735;2,49849;9,02203
913;"2021-08-16 14:15:08";3,61384;0,5883;2,59521;9,37867
914;"2021-08-16 14:15:08.5";3,60592;0,6047;2,70376;9,74953
915;"2021-08-16 14:15:09";3,61364;0,5847;2,57157;9,29272
916;"2021-08-16 14:15:09.5";3,65689;0,5627;2,42867;8,88137
917;"2021-08-16 14:15:10";3,66687;0,5858;2,57878;9,45607
918;"2021-08-16 14:15:10.5";3,59081;0,5796;2,53821;9,11422
919;"2021-08-16 14:15:11";3,48155;0,5892;2,60113;9,05595
920;"2021-08-16 14:15:11.5";3,34341;0,5907;2,611;8,72965
921;"2021-08-16 14:15:12";3,32636;0,5745;2,50499;8,33248
922;"2021-08-16 14:15:12.5";3,48821;0,5837;2,56502;8,94733
923;"2021-08-16 14:15:13";3,65066;0,5755;2,51149;9,1686
924;"2021-08-16 14:15:13.5";3,75469;0,5727;2,49329;9,36154
925;"2021-08-16 14:15:14";3,74706;0,5716;2,48616;9,31579
926;"2021-08-16 14:15:14.5";3,65525;0,5807;2,54539;9,30403
927;"2021-08-16 14:15:15";3,58194;0,5869;2,58601;9,26291
928;"2021-08-16 14:15:15.5";3,55269;0,5859;2,57944;9,16394
929;"2021-08-16 14:15:16";3,55553;0,5807;2,54539;9,05023
930;"2021-08-16 14:15:16.5";3,55624;0,5761;2,51539;8,94533
931;"2021-08-16 14:15:17";3,56518;0,5562;2,38696;8,50994
932;"2021-08-16 14:15:17.5";3,58555;0,5011;2,04301;7,32533
933;"2021-08-16 14:15:18";3,55021;0,495;2,00602;7,12178
934;"2021-08-16 14:15:18.5";3,4031;0,5006;2,03997;6,94223
935;"2021-08-16 14:15:19";3,30937;0,5032;2,0558;6,8034
936;"2021-08-16 14:15:19.5";3,33138;0,5002;2,03754;6,78783
937;"2021-08-16 14:15:20";3,41036;0,4857;1,95004;6,65035
938;"2021-08-16 14:15:20.5";3,49852;0,5005;2,03936;7,13476
939;"2021-08-16 14:15:21";3,51478;0,5016;2,04605;7,19143
940;"2021-08-16 14:15:21.5";3,45033;0,4973;2,01994;6,96946
941;"2021-08-16 14:15:22";3,39926;0,4789;1,90944;6,49069
942;"2021-08-16 14:15:22.5";3,40569;0,4795;1,91301;6,51513
943;"2021-08-16 14:15:23";3,43344;0,4549;1,7684;6,07171
944;"2021-08-16 14:15:23.5";3,45204;0,4877;1,96204;6,77303
945;"2021-08-16 14:15:24";3,46736;0,5221;2,17204;7,53125
946;"2021-08-16 14:15:24.5";3,49671;0,5257;2,19442;7,67323
947;"2021-08-16 14:15:25";3,48722;0,5276;2,20626;7,6937
948;"2021-08-16 14:15:25.5";3,39894;0,5325;2,23689;7,60304
949;"2021-08-16 14:15:26";3,31368;0,5308;2,22624;7,37706
950;"2021-08-16 14:15:26.5";3,25555;0,5078;2,0839;6,78424
951;"2021-08-16 14:15:27";3,28585;0,5038;2,05946;6,76706
952;"2021-08-16 14:15:27.5";3,41804;0,5001;2,03693;6,96232
953;"2021-08-16 14:15:28";3,48778;0,4873;1,95964;6,83477
954;"2021-08-16 14:15:28.5";3,43122;0,4844;1,94226;6,66432
955;"2021-08-16 14:15:29";3,35158;0,4878;1,96264;6,57792
956;"2021-08-16 14:15:29.5";3,30823;0,4763;1,89399;6,26577
957;"2021-08-16 14:15:30";3,30394;0,4887;1,96804;6,50229
958;"2021-08-16 14:15:30.5";3,29894;0,4696;1,85437;6,11745
959;"2021-08-16 14:15:31";3,28106;0,4562;1,77595;5,827
960;"2021-08-16 14:15:31.5";3,23485;0,4667;1,83731;5,94341
961;"2021-08-16 14:15:32";3,1989;0,4709;1,86204;5,95648
962;"2021-08-16 14:15:32.5";3,18113;0,4682;1,84613;5,87276
963;"2021-08-16 14:15:33";3,20112;0,4735;1,8774;6,00978
964;"2021-08-16 14:15:33.5";3,25775;0,4559;1,77421;5,77993
965;"2021-08-16 14:15:34";3,26275;0,4601;1,79866;5,86857
966;"2021-08-16 14:15:34.5";3,18506;0,4668;1,83789;5,85379
967;"2021-08-16 14:15:35";3,17292;0,4717;1,86676;5,92308
968;"2021-08-16 14:15:35.5";3,32171;0,4745;1,88332;6,25584
969;"2021-08-16 14:15:36";3,45827;0,4697;1,85496;6,41496
970;"2021-08-16 14:15:36.5";3,52563;0,483;1,93389;6,81818
971;"2021-08-16 14:15:37";3,52669;0,5013;2,04423;7,20935
972;"2021-08-16 14:15:37.5";3,49858;0,499;2,03025;7,103
973;"2021-08-16 14:15:38";3,40508;0,4901;1,97646;6,73
974;"2021-08-16 14:15:38.5";3,19275;0,4885;1,96684;6,27963
975;"2021-08-16 14:15:39";3,11629;0,4836;1,93747;6,03773
976;"2021-08-16 14:15:39.5";3,2507;0,4658;1,83202;5,95534
977;"2021-08-16 14:15:40";3,32566;0,4412;1,68949;5,61868
978;"2021-08-16 14:15:40.5";3,18944;0,4348;1,65303;5,27225
979;"2021-08-16 14:15:41";3,10039;0,4592;1,79341;5,56027
980;"2021-08-16 14:15:41.5";3,20439;0,4554;1,7713;5,67596
981;"2021-08-16 14:15:42";3,27993;0,4511;1,7464;5,72806
982;"2021-08-16 14:15:42.5";3,1956;0,4488;1,73312;5,53836
983;"2021-08-16 14:15:43";3,14876;0,4474;1,72506;5,43178
984;"2021-08-16 14:15:43.5";3,2735;0,4495;1,73716;5,68658
985;"2021-08-16 14:15:44";3,37918;0,4367;1,66383;5,62239
986;"2021-08-16 14:15:44.5";3,36658;0,452;1,7516;5,89689
987;"2021-08-16 14:15:45";3,30341;0,4567;1,77886;5,87629
988;"2021-08-16 14:15:45.5";3,25876;0,4445;1,70839;5,56724
989;"2021-08-16 14:15:46";3,28414;0,4458;1,71586;5,63511
990;"2021-08-16 14:15:46.5";3,38647;0,4436;1,70323;5,76794
991;"2021-08-16 14:15:47";3,43419;0,4516;1,74929;6,00739
992;"2021-08-16 14:15:47.5";3,37816;0,4427;1,69807;5,73636
993;"2021-08-16 14:15:48";3,31321;0,4413;1,69006;5,59953
994;"2021-08-16 14:15:48.5";3,28524;0,4418;1,69292;5,56165
995;"2021-08-16 14:15:49";3,27971;0,4435;1,70266;5,58422
996;"2021-08-16 14:15:49.5";3,26455;0,4349;1,6536;5,39826
997;"2021-08-16 14:15:50";3,27594;0,4335;1,64566;5,39108
998;"2021-08-16 14:15:50.5";3,33922;0,4324;1,63943;5,47442
999;"2021-08-16 14:15:51";3,37762;0,4385;1,67408;5,65441
1000;"2021-08-16 14:15:51.5";3,35508;0,4337;1,64679;5,52513
1001;"2021-08-16 14:15:52";3,28846;0,4212;1,57643;5,18403
1002;"2021-08-16 14:15:52.5";3,17677;0,4353;1,65587;5,26032
1003;"2021-08-16 14:15:53";3,12228;0,4337;1,64679;5,14175
1004;"2021-08-16 14:15:53.5";3,14225;0,4298;1,62473;5,10532
1005;"2021-08-16 14:15:54";3,19692;0,4287;1,61853;5,1743
1006;"2021-08-16 14:15:54.5";3,27014;0,4416;1,69178;5,53235
1007;"2021-08-16 14:15:55";3,31806;0,4219;1,58034;5,24367
1008;"2021-08-16 14:15:55.5";3,35566;0,429;1,62022;5,4369
1009;"2021-08-16 14:15:56";3,36183;0,4288;1,61909;5,4431
1010;"2021-08-16 14:15:56.5";3,31714;0,4236;1,58986;5,27379
1011;"2021-08-16 14:15:57";3,19309;0,4145;1,53913;4,91458
1012;"2021-08-16 14:15:57.5";2,94475;0,4298;1,62473;4,78442
1013;"2021-08-16 14:15:58";2,8735;0,4337;1,64679;4,73207
1014;"2021-08-16 14:15:58.5";3,07871;0,4322;1,6383;5,04384
1015;"2021-08-16 14:15:59";3,2586;0,4325;1,64;5,34409
1016;"2021-08-16 14:15:59.5";3,26536;0,4271;1,60952;5,25564
1017;"2021-08-16 14:16:00";3,13036;0,4354;1,65644;5,18525
1018;"2021-08-16 14:16:00.5";2,90146;0,4395;1,67978;4,87381
1019;"2021-08-16 14:16:01";2,82104;0,4342;1,64963;4,65367
1020;"2021-08-16 14:16:01.5";2,94729;0,4447;1,70954;5,0385
1021;"2021-08-16 14:16:02";3,09965;0,4484;1,73082;5,36492
1022;"2021-08-16 14:16:02.5";3,21112;0,4493;1,736;5,57451
1023;"2021-08-16 14:16:03";3,24511;0,465;1,82733;5,92987
1024;"2021-08-16 14:16:03.5";3,25507;0,4699;1,85614;6,04186
1025;"2021-08-16 14:16:04";3,25294;0,4737;1,87858;6,11092
1026;"2021-08-16 14:16:04.5";3,25397;0,4769;1,89755;6,17459
1027;"2021-08-16 14:16:05";3,26209;0,4628;1,81444;5,91885
1028;"2021-08-16 14:16:05.5";3,27741;0,3499;1,19496;3,91638
1029;"2021-08-16 14:16:06";3,2742;0,3499;1,19496;3,91255
1030;"2021-08-16 14:16:06.5";3,23858;0,4252;1,59884;5,17796
1031;"2021-08-16 14:16:07";3,20871;0,4199;1,56917;5,03502
1032;"2021-08-16 14:16:07.5";3,19741;0,4209;1,57475;5,03513
1033;"2021-08-16 14:16:08";3,21478;0,409;1,50873;4,85025
1034;"2021-08-16 14:16:08.5";3,26184;0,4124;1,5275;4,98246
1035;"2021-08-16 14:16:09";3,28964;0,4111;1,52032;5,00129
1036;"2021-08-16 14:16:09.5";3,2896;0,4212;1,57643;5,18583
1037;"2021-08-16 14:16:10";3,28097;0,4234;1,58874;5,21262
1038;"2021-08-16 14:16:10.5";3,27279;0,4206;1,57308;5,14835
1039;"2021-08-16 14:16:11";3,24305;0,4154;1,54412;5,00767
1040;"2021-08-16 14:16:11.5";3,17541;0,3965;1,44039;4,57382
1041;"2021-08-16 14:16:12";3,17315;0,374;1,32001;4,1886
1042;"2021-08-16 14:16:12.5";3,26192;0,3802;1,35284;4,41285
1043;"2021-08-16 14:16:13";3,26428;0,3841;1,37362;4,48388
1044;"2021-08-16 14:16:13.5";3,09969;0,3751;1,32582;4,10962
1045;"2021-08-16 14:16:14";3,02759;0,3668;1,28223;3,88206
1046;"2021-08-16 14:16:14.5";3,14259;0,3503;1,19701;3,7617
1047;"2021-08-16 14:16:15";3,1872;0,3524;1,20774;3,84932
1048;"2021-08-16 14:16:15.5";3,03149;0,3849;1,3779;4,17708
1049;"2021-08-16 14:16:16";2,96411;0,3909;1,41011;4,17971
1050;"2021-08-16 14:16:16.5";3,12071;0,3917;1,41442;4,41399
1051;"2021-08-16 14:16:17";3,2167;0,3883;1,39612;4,4909
1052;"2021-08-16 14:16:17.5";3,10941;0,3972;1,44419;4,49057
1053;"2021-08-16 14:16:18";2,99716;0,3875;1,39182;4,17152
1054;"2021-08-16 14:16:18.5";2,99963;0,3899;1,40472;4,21365
1055;"2021-08-16 14:16:19";3,10115;0,3965;1,44039;4,46685
1056;"2021-08-16 14:16:19.5";3,28031;0,4015;1,4676;4,81418
1057;"2021-08-16 14:16:20";3,35448;0,4008;1,46378;4,91022
1058;"2021-08-16 14:16:20.5";3,27796;0,3934;1,4236;4,6665
1059;"2021-08-16 14:16:21";3,13937;0,3849;1,3779;4,32573
1060;"2021-08-16 14:16:21.5";2,97584;0,3969;1,44256;4,29282
1061;"2021-08-16 14:16:22";2,96261;0,4145;1,53913;4,55985
1062;"2021-08-16 14:16:22.5";3,11492;0,4205;1,57252;4,89827
1063;"2021-08-16 14:16:23";3,16876;0,412;1,52529;4,83327
1064;"2021-08-16 14:16:23.5";3,04707;0,4177;1,55691;4,74401
1065;"2021-08-16 14:16:24";3,07444;0,4076;1,50103;4,61481
1066;"2021-08-16 14:16:24.5";3,55676;0,411;1,51976;5,40543
1067;"2021-08-16 14:16:25";4,24811;0,4176;1,55635;6,61156
1068;"2021-08-16 14:16:25.5";5,22036;0,3755;1,32793;6,93227
1069;"2021-08-16 14:16:26";5,49141;0,3555;1,22366;6,7196
1070;"2021-08-16 14:16:26.5";4,95526;0,4157;1,54579;7,65979
1071;"2021-08-16 14:16:27";4,63793;0,3584;1,2386;5,74455
1072;"2021-08-16 14:16:27.5";5,00421;0,4162;1,54857;7,74935
1073;"2021-08-16 14:16:28";5,30239;0,4095;1,51149;8,0145
1074;"2021-08-16 14:16:28.5";5,12393;0,379;1,34646;6,89919
1075;"2021-08-16 14:16:29";4,85615;0,3769;1,33533;6,48458
1076;"2021-08-16 14:16:29.5";4,73667;0,3804;1,3539;6,41299
1077;"2021-08-16 14:16:30";4,80791;0,3767;1,33428;6,41509
1078;"2021-08-16 14:16:30.5";4,96751;0,3676;1,28641;6,39024
1079;"2021-08-16 14:16:31";4,91665;0,3678;1,28745;6,32997
1080;"2021-08-16 14:16:31.5";4,58973;0,3942;1,42792;6,55379
1081;"2021-08-16 14:16:32";4,59304;0,4063;1,49388;6,86146
1082;"2021-08-16 14:16:32.5";5,13601;0,4172;1,55413;7,98202
1083;"2021-08-16 14:16:33";5,28777;0,4092;1,50983;7,98366
1084;"2021-08-16 14:16:33.5";4,68271;0,4061;1,49278;6,99028
1085;"2021-08-16 14:16:34";4,32843;0,3807;1,3555;5,86718
1086;"2021-08-16 14:16:34.5";4,6252;0,38;1,35178;6,25223
1087;"2021-08-16 14:16:35";4,86808;0,3787;1,34487;6,54695
1088;"2021-08-16 14:16:35.5";4,68837;0,3771;1,33639;6,26551
1089;"2021-08-16 14:16:36";4,55442;0,3762;1,33163;6,0648
1090;"2021-08-16 14:16:36.5";4,70398;0,3959;1,43713;6,76025
1091;"2021-08-16 14:16:37";4,72465;0,4066;1,49553;7,06586
1092;"2021-08-16 14:16:37.5";4,40907;0,4446;1,70896;7,53495
1093;"2021-08-16 14:16:38";4,30732;0,4498;1,73889;7,48995
1094;"2021-08-16 14:16:38.5";4,65147;0,4558;1,77363;8,24997
1095;"2021-08-16 14:16:39";4,89617;0,922;5,06425;24,79544
1096;"2021-08-16 14:16:39.5";4,83034;0,772;3,88961;18,78814
1097;"2021-08-16 14:16:40";4,71724;1,825;12,92223;60,95722
1098;"2021-08-16 14:16:40.5";4,71658;1,915;13,70973;64,66307
1099;"2021-08-16 14:16:41";4,69889;1,916;13,71848;64,4617
1100;"2021-08-16 14:16:41.5";4,55409;1,916;13,71848;62,47524
1101;"2021-08-16 14:16:42";4,47075;1,916;13,71848;61,33194
1102;"2021-08-16 14:16:42.5";4,5228;1,976;14,24348;64,42035
1103;"2021-08-16 14:16:43";4,63645;1,887;13,46473;62,42853
1104;"2021-08-16 14:16:43.5";4,75443;2,066;15,03098;71,46372
1105;"2021-08-16 14:16:44";4,70036;2,047;14,86473;69,86961
1106;"2021-08-16 14:16:44.5";4,43981;2,036;14,76848;65,56925
1107;"2021-08-16 14:16:45";4,35178;2,134;15,62598;68,0008
1108;"2021-08-16 14:16:45.5";4,53889;2,157;15,82723;71,83811
1109;"2021-08-16 14:16:46";4,62543;2,367;17,66473;81,70688
1110;"2021-08-16 14:16:46.5";4,44265;2,453;18,41723;81,82134
1111;"2021-08-16 14:16:47";4,30822;2,449;18,38223;79,1947
1112;"2021-08-16 14:16:47.5";4,36214;2,457;18,45223;80,49121
1113;"2021-08-16 14:16:48";4,45906;2,46;18,47848;82,39673
1114;"2021-08-16 14:16:48.5";4,51181;2,477;18,62723;84,0426
1115;"2021-08-16 14:16:49";4,50794;2,486;18,70598;84,32549
1116;"2021-08-16 14:16:49.5";4,50162;2,466;18,53098;83,41941
1117;"2021-08-16 14:16:50";4,57308;2,217;16,35223;74,78011
1118;"2021-08-16 14:16:50.5";4,74132;2,646;20,10598;95,32897
1119;"2021-08-16 14:16:51";4,71932;2,456;18,44348;87,04061
1120;"2021-08-16 14:16:51.5";4,41484;2,697;20,55223;90,73475
1121;"2021-08-16 14:16:52";4,27347;2,462;18,49598;79,04195
1122;"2021-08-16 14:16:52.5";4,4588;2,39;17,86598;79,66087
1123;"2021-08-16 14:16:53";4,68673;2,338;17,41098;81,6006
1124;"2021-08-16 14:16:53.5";4,81928;2,511;18,92473;91,20349
1125;"2021-08-16 14:16:54";4,72859;2,548;19,24848;91,01822
1126;"2021-08-16 14:16:54.5";4,42032;2,49;18,74098;82,84115
1127;"2021-08-16 14:16:55";4,26626;2,482;18,67098;79,65522
1128;"2021-08-16 14:16:55.5";4,33193;2,459;18,46973;80,00953
1129;"2021-08-16 14:16:56";4,38362;2,46;18,47848;81,00261
1130;"2021-08-16 14:16:56.5";4,28783;2,713;20,69223;88,72471
1131;"2021-08-16 14:16:57";4,21982;2,717;20,72723;87,4651
1132;"2021-08-16 14:16:57.5";4,31143;2,491;18,74973;80,83816
1133;"2021-08-16 14:16:58";4,56484;2,504;18,86348;86,1087
1134;"2021-08-16 14:16:58.5";4,97433;2,493;18,76723;93,35443
1135;"2021-08-16 14:16:59";4,98471;2,438;18,28598;91,15029
1136;"2021-08-16 14:16:59.5";4,4868;2,432;18,23348;81,81001
1137;"2021-08-16 14:17:00";4,26708;2,423;18,15473;77,46763
1138;"2021-08-16 14:17:00.5";4,54971;2,187;16,08973;73,20357
1139;"2021-08-16 14:17:01";4,67141;2,413;18,06723;84,3994
1140;"2021-08-16 14:17:01.5";4,35253;2,458;18,46098;80,3519
1141;"2021-08-16 14:17:02";4,23143;2,569;19,43223;82,22606
1142;"2021-08-16 14:17:02.5";4,57449;2,558;19,33598;88,45218
1143;"2021-08-16 14:17:03";4,7959;2,553;19,29223;92,52368
1144;"2021-08-16 14:17:03.5";4,62247;2,58;19,52848;90,26977
1145;"2021-08-16 14:17:04";4,2913;2,586;19,58098;84,02785
1146;"2021-08-16 14:17:04.5";3,91419;2,247;16,61473;65,03329
1147;"2021-08-16 14:17:05";3,86635;2,426;18,18098;70,29399
