"id";"ts";"v_ms";"h_m";"A_m3";"Q_m3s"
1524;"2021-08-16 14:20:13.5";5,07408;1,23;7,71598;39,15148
1525;"2021-08-16 14:20:14";5,15566;1,237;7,77723;40,09672
1526;"2021-08-16 14:20:14.5";5,21372;1,012;5,815;30,31773
1527;"2021-08-16 14:20:15";5,23162;1,132;6,85848;35,88095
1528;"2021-08-16 14:20:15.5";5,21464;1,119;6,74473;35,17134
1529;"2021-08-16 14:20:16";5,15667;1,12;6,75348;34,82547
1530;"2021-08-16 14:20:16.5";5,06532;1,121;6,76223;34,25286
1531;"2021-08-16 14:20:17";5,04459;1,122;6,77098;34,15684
1532;"2021-08-16 14:20:17.5";5,07927;1,087;6,46473;32,83614
1533;"2021-08-16 14:20:18";5,09061;1,101;6,58723;33,53299
1534;"2021-08-16 14:20:18.5";5,08369;1,098;6,56098;33,35398
1535;"2021-08-16 14:20:19";5,11773;1,138;6,91098;35,36854
1536;"2021-08-16 14:20:19.5";5,19499;1,123;6,77973;35,22061
1537;"2021-08-16 14:20:20";5,20921;1,123;6,77973;35,31707
1538;"2021-08-16 14:20:20.5";5,1584;1,112;6,68348;34,47605
1539;"2021-08-16 14:20:21";5,11801;1,11;6,66598;34,11658
1540;"2021-08-16 14:20:21.5";5,09915;1,042;6,07248;30,96449
1541;"2021-08-16 14:20:22";5,10556;1,042;6,07248;31,00345
1542;"2021-08-16 14:20:22.5";5,14475;1,129;6,83223;35,15015
1543;"2021-08-16 14:20:23";5,20839;1,119;6,74473;35,12916
1544;"2021-08-16 14:20:23.5";5,28719;1,087;6,46473;34,18025
1545;"2021-08-16 14:20:24";5,28242;1,003;5,73844;30,31287
1546;"2021-08-16 14:20:24.5";5,21633;1,085;6,44723;33,63091
1547;"2021-08-16 14:20:25";5,20664;1,09;6,49098;33,79621
1548;"2021-08-16 14:20:25.5";5,2362;1,011;5,80647;30,40388
1549;"2021-08-16 14:20:26";5,19964;1,046;6,10708;31,75463
1550;"2021-08-16 14:20:26.5";5,1254;0,991;5,63688;28,89126
1551;"2021-08-16 14:20:27";5,18846;1,097;6,55223;33,99601
1552;"2021-08-16 14:20:27.5";5,36106;1,105;6,62223;35,50214
1553;"2021-08-16 14:20:28";5,36358;1,107;6,63973;35,61276
1554;"2021-08-16 14:20:28.5";5,21609;1,089;6,48223;33,81188
1555;"2021-08-16 14:20:29";5,18518;0,952;5,31081;27,5375
1556;"2021-08-16 14:20:29.5";5,27627;0,952;5,31081;28,0213
1557;"2021-08-16 14:20:30";5,30241;0,951;5,30253;28,11621
1558;"2021-08-16 14:20:30.5";5,25248;1,096;6,54348;34,36952
1559;"2021-08-16 14:20:31";5,24312;1,104;6,61348;34,6753
1560;"2021-08-16 14:20:31.5";5,27327;1,095;6,53473;34,45937
1561;"2021-08-16 14:20:32";5,25405;1,08;6,40348;33,64423
1562;"2021-08-16 14:20:32.5";5,2118;1,063;6,25482;32,5989
1563;"2021-08-16 14:20:33";5,27672;1,059;6,21996;32,82098
1564;"2021-08-16 14:20:33.5";5,45829;1,057;6,20255;33,85533
1565;"2021-08-16 14:20:34";5,54855;1,063;6,25482;34,70519
1566;"2021-08-16 14:20:34.5";5,54951;1,076;6,36848;35,34194
1567;"2021-08-16 14:20:35";5,51047;1,068;6,29849;34,70764
1568;"2021-08-16 14:20:35.5";5,43133;1,066;6,28101;34,11421
1569;"2021-08-16 14:20:36";5,33131;1,062;6,2461;33,29991
1570;"2021-08-16 14:20:36.5";5,17816;1,057;6,20255;32,1178
1571;"2021-08-16 14:20:37";5,0803;1,046;6,10708;31,02581
1572;"2021-08-16 14:20:37.5";5,02771;0,997;5,68759;28,59557
1573;"2021-08-16 14:20:38";5,06183;0,924;5,08057;25,71699
1574;"2021-08-16 14:20:38.5";5,16076;0,927;5,10508;26,34608
1575;"2021-08-16 14:20:39";5,21363;0,934;5,16242;26,91494
1576;"2021-08-16 14:20:39.5";5,20784;0,951;5,30253;27,61474
1577;"2021-08-16 14:20:40";5,15119;0,945;5,25295;27,0589
1578;"2021-08-16 14:20:40.5";5,07493;0,939;5,20351;26,40743
1579;"2021-08-16 14:20:41";5,08482;0,936;5,17885;26,33352
1580;"2021-08-16 14:20:41.5";5,14578;0,934;5,16242;26,56472
1581;"2021-08-16 14:20:42";5,12211;0,928;5,11326;26,19066
1582;"2021-08-16 14:20:42.5";5,03998;0,938;5,19528;26,18411
1583;"2021-08-16 14:20:43";5,07235;0,91;4,96668;25,19274
1584;"2021-08-16 14:20:43.5";5,20063;0,929;5,12144;26,63472
1585;"2021-08-16 14:20:44";5,2113;0,9;4,88583;25,46153
1586;"2021-08-16 14:20:44.5";5,09197;0,906;4,93429;25,12522
1587;"2021-08-16 14:20:45";5,00099;0,91;4,96668;24,83828
1588;"2021-08-16 14:20:45.5";4,94717;0,896;4,85361;24,01165
1589;"2021-08-16 14:20:46";4,93971;0,89;4,80541;23,73735
1590;"2021-08-16 14:20:46.5";4,95211;0,885;4,76536;23,5986
1591;"2021-08-16 14:20:47";4,96269;0,881;4,7334;23,49042
1592;"2021-08-16 14:20:47.5";4,97736;0,871;4,6538;23,16364
1593;"2021-08-16 14:20:48";5,00166;0,873;4,66968;23,35616
1594;"2021-08-16 14:20:48.5";5,01589;0,875;4,68559;23,50237
1595;"2021-08-16 14:20:49";4,96412;0,876;4,69355;23,29932
1596;"2021-08-16 14:20:49.5";4,84626;0,863;4,59043;22,24641
1597;"2021-08-16 14:20:50";4,78724;0,834;4,36306;20,88704
1598;"2021-08-16 14:20:50.5";4,75424;0,842;4,42541;21,03947
1599;"2021-08-16 14:20:51";4,70306;0,839;4,402;20,70287
1600;"2021-08-16 14:20:51.5";4,63342;0,829;4,32424;20,036
1601;"2021-08-16 14:20:52";4,65478;0,852;4,50375;20,96398
1602;"2021-08-16 14:20:52.5";4,75722;0,859;4,55885;21,68744
1603;"2021-08-16 14:20:53";4,80649;0,864;4,59833;22,10183
1604;"2021-08-16 14:20:53.5";4,79188;0,863;4,59043;21,99676
1605;"2021-08-16 14:20:54";4,74497;0,834;4,36306;20,7026
1606;"2021-08-16 14:20:54.5";4,68853;0,847;4,46453;20,93206
1607;"2021-08-16 14:20:55";4,6858;0,863;4,59043;21,50984
1608;"2021-08-16 14:20:55.5";4,71359;0,85;4,48805;21,1548
1609;"2021-08-16 14:20:56";4,70302;0,856;4,53521;21,32916
1610;"2021-08-16 14:20:56.5";4,6373;0,871;4,6538;21,58104
1611;"2021-08-16 14:20:57";4,57642;0,874;4,67763;21,40681
1612;"2021-08-16 14:20:57.5";4,53645;0,89;4,80541;21,79952
1613;"2021-08-16 14:20:58";4,56942;0,905;4,9262;22,50987
1614;"2021-08-16 14:20:58.5";4,65847;0,932;5,14602;23,97256
1615;"2021-08-16 14:20:59";4,69628;0,955;5,33567;25,0578
1616;"2021-08-16 14:20:59.5";4,69847;0,935;5,17063;24,29406
1617;"2021-08-16 14:21:00";4,7101;0,953;5,31909;25,05348
1618;"2021-08-16 14:21:00.5";4,73664;0,945;5,25295;24,88133
1619;"2021-08-16 14:21:01";4,73002;0,938;5,19528;24,57378
1620;"2021-08-16 14:21:01.5";4,66634;0,957;5,35227;24,97552
1621;"2021-08-16 14:21:02";4,57728;0,959;5,36888;24,57486
1622;"2021-08-16 14:21:02.5";4,4534;0,966;5,42715;24,16928
1623;"2021-08-16 14:21:03";4,39267;0,988;5,61158;24,64978
1624;"2021-08-16 14:21:03.5";4,37662;0,997;5,68759;24,89239
1625;"2021-08-16 14:21:04";4,39542;1,022;5,90043;25,93485
1626;"2021-08-16 14:21:04.5";4,4209;1,054;6,17647;27,30556
1627;"2021-08-16 14:21:05";4,40793;1,081;6,41223;28,26464
1628;"2021-08-16 14:21:05.5";4,34649;1,103;6,60473;28,70736
1629;"2021-08-16 14:21:06";4,28594;1,103;6,60473;28,30747
1630;"2021-08-16 14:21:06.5";4,23446;1,093;6,51723;27,59698
1631;"2021-08-16 14:21:07";4,24653;1,087;6,46473;27,45264
1632;"2021-08-16 14:21:07.5";4,31689;1,063;6,25482;27,00141
1633;"2021-08-16 14:21:08";4,3764;1,078;6,38598;27,94761
1634;"2021-08-16 14:21:08.5";4,42275;1,088;6,47348;28,63062
1635;"2021-08-16 14:21:09";4,42355;1,068;6,29849;27,86166
1636;"2021-08-16 14:21:09.5";4,40311;1,004;5,74693;25,30439
1637;"2021-08-16 14:21:10";4,4072;1,121;6,76223;29,80251
1638;"2021-08-16 14:21:10.5";4,42466;1,134;6,87598;30,42387
1639;"2021-08-16 14:21:11";4,40549;1,113;6,69223;29,48254
1640;"2021-08-16 14:21:11.5";4,34188;1,042;6,07248;26,366
1641;"2021-08-16 14:21:12";4,29649;1,042;6,07248;26,09039
1642;"2021-08-16 14:21:12.5";4,28657;1,104;6,61348;28,34913
1643;"2021-08-16 14:21:13";4,33788;1,11;6,66598;28,91623
1644;"2021-08-16 14:21:13.5";4,39816;1,099;6,56973;28,89471
1645;"2021-08-16 14:21:14";4,3336;1,043;6,08113;26,35316
1646;"2021-08-16 14:21:14.5";4,17606;1,042;6,07248;25,35906
1647;"2021-08-16 14:21:15";4,1486;1,042;6,07248;25,19231
1648;"2021-08-16 14:21:15.5";4,22712;1,042;6,07248;25,66915
1649;"2021-08-16 14:21:16";4,25589;1,081;6,41223;27,28978
1650;"2021-08-16 14:21:16.5";4,20882;1,097;6,55223;27,57713
1651;"2021-08-16 14:21:17";4,14471;1,104;6,61348;27,41093
1652;"2021-08-16 14:21:17.5";4,08187;1,094;6,52598;26,6382
1653;"2021-08-16 14:21:18";4,08214;1,104;6,61348;26,99716
1654;"2021-08-16 14:21:18.5";4,12955;1,106;6,63098;27,38294
1655;"2021-08-16 14:21:19";4,15948;1,097;6,55223;27,25388
1656;"2021-08-16 14:21:19.5";4,15748;1,076;6,36848;26,47681
1657;"2021-08-16 14:21:20";4,11915;1,086;6,45598;26,59316
1658;"2021-08-16 14:21:20.5";4,03279;1,101;6,58723;26,56494
1659;"2021-08-16 14:21:21";3,95118;1,119;6,74473;26,64963
1660;"2021-08-16 14:21:21.5";3,8661;1,121;6,76223;26,14348
1661;"2021-08-16 14:21:22";3,84543;1,129;6,83223;26,27288
1662;"2021-08-16 14:21:22.5";3,86811;1,188;7,34848;28,4247
1663;"2021-08-16 14:21:23";3,89035;1,189;7,35723;28,6222
1664;"2021-08-16 14:21:23.5";3,8939;1,197;7,42723;28,92091
1665;"2021-08-16 14:21:24";3,86608;1,193;7,39223;28,57898
1666;"2021-08-16 14:21:24.5";3,81854;1,192;7,38348;28,19414
1667;"2021-08-16 14:21:25";3,80955;1,192;7,38348;28,12774
1668;"2021-08-16 14:21:25.5";3,81708;1,099;6,56973;25,07721
1669;"2021-08-16 14:21:26";3,79214;1,095;6,53473;24,78061
1670;"2021-08-16 14:21:26.5";3,71244;1,088;6,47348;24,03243
1671;"2021-08-16 14:21:27";3,63522;1,082;6,42098;23,34165
1672;"2021-08-16 14:21:27.5";3,57222;1,123;6,77973;24,21871
1673;"2021-08-16 14:21:28";3,59497;1,128;6,82348;24,53023
1674;"2021-08-16 14:21:28.5";3,66147;1,108;6,64848;24,34321
1675;"2021-08-16 14:21:29";3,65207;1,066;6,28101;22,93865
1676;"2021-08-16 14:21:29.5";3,58724;1,065;6,27228;22,50017
1677;"2021-08-16 14:21:30";3,5844;1,084;6,43848;23,07809
1678;"2021-08-16 14:21:30.5";3,63798;1,091;6,49973;23,64592
1679;"2021-08-16 14:21:31";3,66112;1,062;6,2461;22,8677
1680;"2021-08-16 14:21:31.5";3,66298;1,059;6,21996;22,78356
1681;"2021-08-16 14:21:32";3,68072;1,046;6,10708;22,47848
1682;"2021-08-16 14:21:32.5";3,72027;1,051;6,15042;22,88119
1683;"2021-08-16 14:21:33";3,73503;1,051;6,15042;22,972
1684;"2021-08-16 14:21:33.5";3,725;1,055;6,18516;23,03973
1685;"2021-08-16 14:21:34";3,70485;1,066;6,28101;23,27021
1686;"2021-08-16 14:21:34.5";3,66998;1,082;6,42098;23,56485
1687;"2021-08-16 14:21:35";3,63624;1,101;6,58723;23,95273
1688;"2021-08-16 14:21:35.5";3,59354;1,097;6,55223;23,54572
1689;"2021-08-16 14:21:36";3,56963;1,104;6,61348;23,60766
1690;"2021-08-16 14:21:36.5";3,56174;1,089;6,48223;23,08804
1691;"2021-08-16 14:21:37";3,57743;1,086;6,45598;23,09585
1692;"2021-08-16 14:21:37.5";3,59291;1,08;6,40348;23,00714
1693;"2021-08-16 14:21:38";3,56397;1,078;6,38598;22,75941
1694;"2021-08-16 14:21:38.5";3,51244;1,06;6,22867;21,87783
1695;"2021-08-16 14:21:39";3,52588;1,075;6,35973;22,42362
1696;"2021-08-16 14:21:39.5";3,58987;1,057;6,20255;22,26636
1697;"2021-08-16 14:21:40";3,61092;1,061;6,23738;22,52269
1698;"2021-08-16 14:21:40.5";3,59832;1,054;6,17647;22,22488
1699;"2021-08-16 14:21:41";3,59787;1,068;6,29849;22,66114
1700;"2021-08-16 14:21:41.5";3,63373;1,065;6,27228;22,79179
1701;"2021-08-16 14:21:42";3,69098;1,069;6,30723;23,27988
1702;"2021-08-16 14:21:42.5";3,76815;1,058;6,21125;23,40494
1703;"2021-08-16 14:21:43";3,7965;1,016;5,84912;22,20619
1704;"2021-08-16 14:21:43.5";3,81702;0,993;5,65377;21,58052
1705;"2021-08-16 14:21:44";3,87082;1,009;5,78944;22,40988
1706;"2021-08-16 14:21:44.5";3,96991;1,036;6,0207;23,90162
1707;"2021-08-16 14:21:45";4,02052;1,015;5,84058;23,48217
1708;"2021-08-16 14:21:45.5";4,03077;1,01;5,79796;23,37024
1709;"2021-08-16 14:21:46";4,00841;1,006;5,76392;23,1042
1710;"2021-08-16 14:21:46.5";3,98706;0,987;5,60315;22,34012
1711;"2021-08-16 14:21:47";4,01704;0,987;5,60315;22,50809
1712;"2021-08-16 14:21:47.5";4,06682;0,99;5,62844;22,88984
1713;"2021-08-16 14:21:48";4,03768;0,996;5,67913;22,93048
1714;"2021-08-16 14:21:48.5";3,93315;1,002;5,72996;22,53677
1715;"2021-08-16 14:21:49";3,86838;0,994;5,66221;21,90363
1716;"2021-08-16 14:21:49.5";3,84267;0,986;5,59473;21,49868
1717;"2021-08-16 14:21:50";3,86143;0,996;5,67913;21,92955
1718;"2021-08-16 14:21:50.5";3,9088;0,988;5,61158;21,93452
1719;"2021-08-16 14:21:51";3,93763;0,956;5,34397;21,04258
1720;"2021-08-16 14:21:51.5";3,93546;0,923;5,07241;19,96225
1721;"2021-08-16 14:21:52";3,89015;0,944;5,2447;20,40263
1722;"2021-08-16 14:21:52.5";3,81702;0,967;5,43549;20,74737
1723;"2021-08-16 14:21:53";3,79941;0,99;5,62844;21,38472
1724;"2021-08-16 14:21:53.5";3,82948;0,987;5,60315;21,45718
1725;"2021-08-16 14:21:54";3,86355;0,852;4,50375;17,40046
1726;"2021-08-16 14:21:54.5";3,88287;0,859;4,55885;17,70142
1727;"2021-08-16 14:21:55";3,8586;0,854;4,51947;17,43882
1728;"2021-08-16 14:21:55.5";3,81777;0,921;5,05609;19,30298
1729;"2021-08-16 14:21:56";3,83018;0,939;5,20351;19,93037
1730;"2021-08-16 14:21:56.5";3,82937;0,915;5,00726;19,17465
1731;"2021-08-16 14:21:57";3,71091;0,931;5,13782;19,06599
1732;"2021-08-16 14:21:57.5";3,52325;0,923;5,07241;17,87135
1733;"2021-08-16 14:21:58";3,52929;0,914;4,99913;17,64341
1734;"2021-08-16 14:21:58.5";3,69172;0,91;4,96668;18,33559
1735;"2021-08-16 14:21:59";3,787;0,905;4,9262;18,65552
1736;"2021-08-16 14:21:59.5";3,79938;0,896;4,85361;18,44071
1737;"2021-08-16 14:22:00";3,74266;0,894;4,83753;18,10523
1738;"2021-08-16 14:22:00.5";3,65204;0,888;4,78938;17,49099
1739;"2021-08-16 14:22:01";3,62648;0,896;4,85361;17,60151
1740;"2021-08-16 14:22:01.5";3,64508;0,831;4,33975;15,81873
1741;"2021-08-16 14:22:02";3,65743;0,814;4,20843;15,39205
1742;"2021-08-16 14:22:02.5";3,66036;0,896;4,85361;17,76596
1743;"2021-08-16 14:22:03";3,66701;0,916;5,01539;18,39148
1744;"2021-08-16 14:22:03.5";3,69644;0,92;5,04794;18,6594
1745;"2021-08-16 14:22:04";3,7414;0,892;4,82146;18,03902
1746;"2021-08-16 14:22:04.5";3,7719;0,906;4,93429;18,61163
1747;"2021-08-16 14:22:05";3,71557;0,917;5,02352;18,66526
1748;"2021-08-16 14:22:05.5";3,58675;0,949;5,28599;18,95949
1749;"2021-08-16 14:22:06";3,52395;0,95;5,29426;18,65668
1750;"2021-08-16 14:22:06.5";3,52098;0,948;5,27772;18,58275
1751;"2021-08-16 14:22:07";3,55963;0,941;5,21997;18,58117
1752;"2021-08-16 14:22:07.5";3,60945;0,945;5,25295;18,96022
1753;"2021-08-16 14:22:08";3,60564;0,971;5,46889;19,71885
1754;"2021-08-16 14:22:08.5";3,55995;0,99;5,62844;20,03695
1755;"2021-08-16 14:22:09";3,53255;0,992;5,64532;19,94237
1756;"2021-08-16 14:22:09.5";3,5402;1,001;5,72148;20,25518
1757;"2021-08-16 14:22:10";3,58825;0,999;5,70452;20,46926
1758;"2021-08-16 14:22:10.5";3,65532;1,004;5,74693;21,00689
1759;"2021-08-16 14:22:11";3,65864;0,983;5,56949;20,37678
1760;"2021-08-16 14:22:11.5";3,6231;0,998;5,69605;20,63736
1761;"2021-08-16 14:22:12";3,61862;1,003;5,73844;20,76525
1762;"2021-08-16 14:22:12.5";3,6535;1,013;5,82352;21,27624
1763;"2021-08-16 14:22:13";3,69429;1,003;5,73844;21,19945
1764;"2021-08-16 14:22:13.5";3,76303;0,999;5,70452;21,46628
1765;"2021-08-16 14:22:14";3,8366;1,003;5,73844;22,0161
1766;"2021-08-16 14:22:14.5";3,89379;1,003;5,73844;22,3443
1767;"2021-08-16 14:22:15";3,84377;1,006;5,76392;22,15522
1768;"2021-08-16 14:22:15.5";3,69266;1,064;6,26355;23,12914
1769;"2021-08-16 14:22:16";3,57969;1,068;6,29849;22,54664
1770;"2021-08-16 14:22:16.5";3,50453;1,044;6,08978;21,3418
1771;"2021-08-16 14:22:17";3,52169;1,062;6,2461;21,99681
1772;"2021-08-16 14:22:17.5";3,60197;1,049;6,13307;22,09113
1773;"2021-08-16 14:22:18";3,65674;1,053;6,16778;22,55395
1774;"2021-08-16 14:22:18.5";3,68302;1,045;6,09843;22,46066
1775;"2021-08-16 14:22:19";3,6662;1,041;6,06384;22,23128
1776;"2021-08-16 14:22:19.5";3,63559;0,99;5,62844;20,46272
1777;"2021-08-16 14:22:20";3,64531;1,012;5,815;21,19744
1778;"2021-08-16 14:22:20.5";3,68379;1,098;6,56098;24,16929
1779;"2021-08-16 14:22:21";3,69505;1,142;6,94598;25,66572
1780;"2021-08-16 14:22:21.5";3,67913;1,012;5,815;21,39411
1781;"2021-08-16 14:22:22";3,65865;1,133;6,86723;25,1248
1782;"2021-08-16 14:22:22.5";3,64584;1,131;6,84973;24,97301
1783;"2021-08-16 14:22:23";3,66242;1,153;7,04223;25,79164
1784;"2021-08-16 14:22:23.5";3,72039;1,152;7,03348;26,16726
1785;"2021-08-16 14:22:24";3,78589;0,987;5,60315;21,2129
1786;"2021-08-16 14:22:24.5";3,83554;1,041;6,06384;23,25811
1787;"2021-08-16 14:22:25";3,79529;1,027;5,9433;22,55655
1788;"2021-08-16 14:22:25.5";3,70593;1,067;6,28975;23,30934
1789;"2021-08-16 14:22:26";3,69692;1,129;6,83223;25,2582
1790;"2021-08-16 14:22:26.5";3,75005;1,117;6,72723;25,22743
1791;"2021-08-16 14:22:27";3,78084;1,128;6,82348;25,79846
1792;"2021-08-16 14:22:27.5";3,78544;1,134;6,87598;26,02862
1793;"2021-08-16 14:22:28";3,77454;1,132;6,85848;25,88758
1794;"2021-08-16 14:22:28.5";3,78066;1,149;7,00723;26,49198
1795;"2021-08-16 14:22:29";3,83139;1,177;7,25223;27,7861
1796;"2021-08-16 14:22:29.5";3,90772;1,192;7,38348;28,85256
1797;"2021-08-16 14:22:30";3,91641;1,233;7,74223;30,32176
1798;"2021-08-16 14:22:30.5";3,90317;1,228;7,69848;30,04844
1799;"2021-08-16 14:22:31";3,94399;1,177;7,25223;28,60276
1800;"2021-08-16 14:22:31.5";4,02871;1,157;7,07723;28,51207
1801;"2021-08-16 14:22:32";4,05198;1,129;6,83223;27,68408
1802;"2021-08-16 14:22:32.5";4,01757;1,138;6,91098;27,76535
1803;"2021-08-16 14:22:33";3,96933;1,139;6,91973;27,46672
1804;"2021-08-16 14:22:33.5";3,94089;1,166;7,15598;28,20095
1805;"2021-08-16 14:22:34";3,98659;1,169;7,18223;28,63258
1806;"2021-08-16 14:22:34.5";4,06276;1,158;7,08598;28,78861
1807;"2021-08-16 14:22:35";4,04802;1,153;7,04223;28,50709
1808;"2021-08-16 14:22:35.5";3,96177;1,126;6,80598;26,96375
1809;"2021-08-16 14:22:36";3,91533;1,133;6,86723;26,88744
1810;"2021-08-16 14:22:36.5";3,92769;1,133;6,86723;26,97233
1811;"2021-08-16 14:22:37";3,99551;1,182;7,29598;29,15119
1812;"2021-08-16 14:22:37.5";4,05562;1,198;7,43598;30,15748
1813;"2021-08-16 14:22:38";3,98839;1,222;7,64598;30,49514
1814;"2021-08-16 14:22:38.5";3,88408;1,21;7,54098;29,28981
1815;"2021-08-16 14:22:39";3,95417;1,167;7,16473;28,33056
1816;"2021-08-16 14:22:39.5";4,13412;1,171;7,19973;29,76452
1817;"2021-08-16 14:22:40";4,16587;1,176;7,24348;30,17538
1818;"2021-08-16 14:22:40.5";4,11286;1,18;7,27848;29,93539
1819;"2021-08-16 14:22:41";4,13185;1,19;7,36598;30,4351
1820;"2021-08-16 14:22:41.5";4,2434;1,181;7,28723;30,9226
1821;"2021-08-16 14:22:42";4,34151;1,19;7,36598;31,97951
1822;"2021-08-16 14:22:42.5";4,41609;1,167;7,16473;31,64006
1823;"2021-08-16 14:22:43";4,40308;1,147;6,98973;30,77631
1824;"2021-08-16 14:22:43.5";4,35328;1,099;6,56973;28,59986
1825;"2021-08-16 14:22:44";4,35966;1,097;6,55223;28,56549
1826;"2021-08-16 14:22:44.5";4,40506;1,083;6,42973;28,32333
1827;"2021-08-16 14:22:45";4,41573;1,082;6,42098;28,35329
1828;"2021-08-16 14:22:45.5";4,39879;1,082;6,42098;28,24453
1829;"2021-08-16 14:22:46";4,38881;1,07;6,31598;27,71963
1830;"2021-08-16 14:22:46.5";4,38759;1,063;6,25482;27,44358
1831;"2021-08-16 14:22:47";4,39121;1,067;6,28975;27,6196
1832;"2021-08-16 14:22:47.5";4,41829;1,051;6,15042;27,17431
1833;"2021-08-16 14:22:48";4,47417;1,062;6,2461;27,94614
1834;"2021-08-16 14:22:48.5";4,56583;1,048;6,12441;27,96303
1835;"2021-08-16 14:22:49";4,61936;1,07;6,31598;29,17578
1836;"2021-08-16 14:22:49.5";4,61416;1,066;6,28101;28,9816
1837;"2021-08-16 14:22:50";4,52449;1,058;6,21125;28,10272
1838;"2021-08-16 14:22:50.5";4,37675;1,068;6,29849;27,56687
1839;"2021-08-16 14:22:51";4,32381;1,051;6,15042;26,59323
1840;"2021-08-16 14:22:51.5";4,37073;1,056;6,19385;27,07166
1841;"2021-08-16 14:22:52";4,48132;1,059;6,21996;27,8736
1842;"2021-08-16 14:22:52.5";4,59366;1,067;6,28975;28,89295
1843;"2021-08-16 14:22:53";4,55365;1,077;6,37723;29,0397
1844;"2021-08-16 14:22:53.5";4,43591;1,085;6,44723;28,59933
1845;"2021-08-16 14:22:54";4,43171;1,084;6,43848;28,53349
1846;"2021-08-16 14:22:54.5";4,51464;1,09;6,49098;29,30444
1847;"2021-08-16 14:22:55";4,55766;1,077;6,37723;29,06525
1848;"2021-08-16 14:22:55.5";4,52266;1,093;6,51723;29,47522
1849;"2021-08-16 14:22:56";4,41477;1,089;6,48223;28,61757
1850;"2021-08-16 14:22:56.5";4,30361;1,081;6,41223;27,59577
1851;"2021-08-16 14:22:57";4,36153;0,968;5,44383;23,74342
1852;"2021-08-16 14:22:57.5";4,55061;1,086;6,45598;29,37867
1853;"2021-08-16 14:22:58";4,66242;1,083;6,42973;29,97813
1854;"2021-08-16 14:22:58.5";4,69792;1,11;6,66598;31,31623
1855;"2021-08-16 14:22:59";4,6446;1,11;6,66598;30,96082
1856;"2021-08-16 14:22:59.5";4,53782;1,105;6,62223;30,05049
1857;"2021-08-16 14:23:00";4,48386;1,092;6,50848;29,18313
1858;"2021-08-16 14:23:00.5";4,44307;1,096;6,54348;29,07317
1859;"2021-08-16 14:23:01";4,39864;1,092;6,50848;28,62845
1860;"2021-08-16 14:23:01.5";4,35473;1,072;6,33348;27,58057
1861;"2021-08-16 14:23:02";4,37015;1,073;6,34223;27,71648
1862;"2021-08-16 14:23:02.5";4,42024;1,04;6,05521;26,76548
1863;"2021-08-16 14:23:03";4,43451;1,048;6,12441;27,15872
1864;"2021-08-16 14:23:03.5";4,4241;1,13;6,84098;30,26518
1865;"2021-08-16 14:23:04";4,41913;1,15;7,01598;31,00454
1866;"2021-08-16 14:23:04.5";4,43297;1,174;7,22598;32,03259
1867;"2021-08-16 14:23:05";4,46222;1,185;7,32223;32,67342
1868;"2021-08-16 14:23:05.5";4,49775;1,013;5,82352;26,19274
1869;"2021-08-16 14:23:06";4,50063;1,146;6,98098;31,4188
1870;"2021-08-16 14:23:06.5";4,49138;1,145;6,97223;31,31497
1871;"2021-08-16 14:23:07";4,50043;1,17;7,19098;32,36253
1872;"2021-08-16 14:23:07.5";4,50897;1,156;7,06848;31,87154
1873;"2021-08-16 14:23:08";4,48242;1,155;7,05973;31,64465
1874;"2021-08-16 14:23:08.5";4,4459;1,17;7,19098;31,97036
1875;"2021-08-16 14:23:09";4,46288;1,195;7,40973;33,06875
1876;"2021-08-16 14:23:09.5";4,50331;1,205;7,49723;33,76236
1877;"2021-08-16 14:23:10";4,49374;1,202;7,47098;33,57262
1878;"2021-08-16 14:23:10.5";4,44752;1,2;7,45348;33,14948
1879;"2021-08-16 14:23:11";4,426;1,193;7,39223;32,71804
1880;"2021-08-16 14:23:11.5";4,42258;1,185;7,32223;32,38316
1881;"2021-08-16 14:23:12";4,42458;1,102;6,59598;29,18444
1882;"2021-08-16 14:23:12.5";4,41141;1,155;7,05973;31,14336
1883;"2021-08-16 14:23:13";4,37588;1,165;7,14723;31,27539
1884;"2021-08-16 14:23:13.5";4,32202;1,177;7,25223;31,34428
1885;"2021-08-16 14:23:14";4,3001;1,195;7,40973;31,86255
1886;"2021-08-16 14:23:14.5";4,29483;1,199;7,44473;31,97388
1887;"2021-08-16 14:23:15";4,29733;1,187;7,33973;31,54124
1888;"2021-08-16 14:23:15.5";4,3486;1,203;7,47973;32,52636
1889;"2021-08-16 14:23:16";4,45548;1,197;7,42723;33,09185
1890;"2021-08-16 14:23:16.5";4,51077;1,214;7,57598;34,17354
1891;"2021-08-16 14:23:17";4,34201;1,211;7,54973;32,78101
1892;"2021-08-16 14:23:17.5";4,08986;1,208;7,52348;30,76996
1893;"2021-08-16 14:23:18";4,1281;1,207;7,51473;31,02156
1894;"2021-08-16 14:23:18.5";4,31601;1,204;7,48848;32,32037
1895;"2021-08-16 14:23:19";4,32081;1,192;7,38348;31,90265
1896;"2021-08-16 14:23:19.5";4,22249;1,192;7,38348;31,17664
1897;"2021-08-16 14:23:20";4,23392;1,192;7,38348;31,2611
1898;"2021-08-16 14:23:20.5";4,32682;1,196;7,41848;32,09845
1899;"2021-08-16 14:23:21";4,35986;1,195;7,40973;32,30539
1900;"2021-08-16 14:23:21.5";4,33801;1,187;7,33973;31,83984
